,molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_value_nM
5226,CHEMBL410524,NS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,=,300303.23,nM,300303.23
1742,CHEMBL172720,CS(=O)(=O)c1ccc(-c2nccnc2-c2ccccc2)cc1,>,300000.0,nM,300000.0
1394,CHEMBL126808,CC(=O)n1c(Br)cc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,=,300000.0,nM,300000.0
1725,CHEMBL426767,CS(=O)(=O)c1ccc(-c2cc(C(=O)O)ccc2-c2ccccc2)cc1,>,300000.0,nM,300000.0
1744,CHEMBL369699,CS(=O)(=O)c1ccc(-c2ncccc2-c2ccccc2)cc1,>,300000.0,nM,300000.0
1721,CHEMBL170834,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccncc2)cc1,>,300000.0,nM,300000.0
3663,CHEMBL1288591,O=C(O)C1=Cc2ccc(Cl)c(Cl)c2OC1C(F)(F)F,=,300000.0,nM,300000.0
1357,CHEMBL339222,CC(C)(C)OC(=O)n1c(Br)cc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,>,300000.0,nM,300000.0
864,CHEMBL318678,c1ccc(-c2ccsc2-c2ccccc2)cc1,>,300000.0,nM,300000.0
885,CHEMBL319099,CS(=O)(=O)c1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1,>,300000.0,nM,300000.0
1370,CHEMBL126967,CS(=O)(=O)c1ccc(-c2[nH]c(I)c(I)c2-c2ccc(F)cc2)cc1,>,300000.0,nM,300000.0
7017,CHEMBL4468689,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(O)cc2)cc1,>,300000.0,nM,300000.0
1726,CHEMBL174314,CS(=O)(=O)c1ccc(-c2ccccc2Cc2ccccc2)cc1,>,300000.0,nM,300000.0
1730,CHEMBL172194,CN1CC=C(c2ccccc2-c2ccc(S(C)(=O)=O)cc2)CC1,>,300000.0,nM,300000.0
1722,CHEMBL355677,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccccn2)cc1,>,300000.0,nM,300000.0
1732,CHEMBL170522,CS(=O)(=O)c1ccc(-c2ccccc2-c2cncnc2)cc1,>,300000.0,nM,300000.0
883,CHEMBL320006,CCOC(=O)/C=C/c1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,>,300000.0,nM,300000.0
867,CHEMBL319284,CS(=O)(=O)c1ccc(-c2cc(CCC(=O)O)sc2-c2ccc(F)cc2)cc1,>,300000.0,nM,300000.0
1392,CHEMBL127642,CS(=O)(=O)c1ccc(-c2[nH]c(C(=O)C(F)(F)F)cc2-c2ccc(F)cc2)cc1,=,298200.0,nM,298200.0
7904,CHEMBL5411261,CC1=Nc2c(/N=N/c3ccc(O)cc3)c(N)nn2C1=O,=,295390.0,nM,295390.0
3146,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,=,295000.0,nM,295000.0
7167,CHEMBL4789246,Cc1csc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)n1,=,291800.0,nM,291800.0
3915,CHEMBL1814712,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccccc2)c1.[Na+],=,290000.0,nM,290000.0
7171,CHEMBL4748665,COC(=O)CC1N(C(=O)Nc2cccc(C)n2)C(=O)c2ccccc2S1(=O)=O,=,288200.0,nM,288200.0
7374,CHEMBL4862239,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1cccc(OCc2ccccc2)c1,=,286100.0,nM,286100.0
1367,CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,=,284000.0,nM,284000.0
7178,CHEMBL4779383,Cc1cnc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)s1,=,276400.0,nM,276400.0
7170,CHEMBL4799825,COC(=O)CC1NC(=O)c2ccccc2S1(=O)=O,=,275800.0,nM,275800.0
6164,CHEMBL3924311,Cc1cc(C)c2c(OCCCC(=O)O)nsc2n1,=,269000.0,nM,269000.0
3510,CHEMBL1087267,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,=,263000.0,nM,263000.0
2968,CHEMBL405972,O=C1N/C(=N\c2nccs2)S/C1=C/c1cccc(Cl)c1,=,262000.0,nM,262000.0
107,CHEMBL144913,CSc1ccccc1OC(=O)C(F)(F)F,=,260000.0,nM,260000.0
1733,CHEMBL367328,CS(=O)(=O)c1ccc(-c2ccc(N)cc2-c2ccccc2)cc1,=,254000.0,nM,254000.0
5206,CHEMBL2234866,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,=,251258.06,nM,251258.06
89,CHEMBL145364,CSc1ccccc1OC(C)=O,=,250000.0,nM,250000.0
1713,CHEMBL313527,CS(=O)(=O)c1ccc(C2=C(c3ccc(O)cc3)C(=O)OC2)cc1,>,250000.0,nM,250000.0
109,CHEMBL145220,CC(=O)Oc1ccccc1SCc1ccccc1,=,250000.0,nM,250000.0
3130,CHEMBL293492,O=C/C=C/c1ccccc1,=,245000.0,nM,245000.0
7494,CHEMBL5183018,Cn1ccc2cc(CCCO)c(O)c(C(=O)OCC(F)(F)F)c21,=,237100.0,nM,237100.0
3754,CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,=,231400.0,nM,231400.0
7183,CHEMBL4745894,COc1ccc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)cc1,=,227500.0,nM,227500.0
1390,CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,=,218000.0,nM,218000.0
7172,CHEMBL4763976,COC(=O)CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,=,217100.0,nM,217100.0
3012,CHEMBL409023,Nc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)nc1,=,210000.0,nM,210000.0
3638,CHEMBL1241823,Cc1ccc(S(=O)(=O)N/N=C/c2coc3ccccc3c2=O)cc1,=,203690.0,nM,203690.0
3801,CHEMBL1682229,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccccc2)cc1,=,200000.0,nM,200000.0
7021,CHEMBL4461039,CS(=O)(=O)c1ccc(Cc2nnnn2-c2ccc(O)cc2)cc1,>,200000.0,nM,200000.0
865,CHEMBL98311,CS(=O)(=O)c1ccc(-c2cc(S(C)(=O)=O)sc2-c2ccc(F)cc2)cc1,=,200000.0,nM,200000.0
78,CHEMBL342317,CCSc1ccccc1OC(C)=O,=,200000.0,nM,200000.0
4917,CHEMBL1957573,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,=,200000.0,nM,200000.0
3574,CHEMBL1163219,COc1ccc2c(c1)c1c(n2C(=O)c2ccc(Cl)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,=,197900.0,nM,197900.0
7176,CHEMBL4754793,COC(=O)CC1N(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,=,194000.0,nM,194000.0
1738,CHEMBL172128,CS(=O)(=O)c1ccc(-c2cc(N)ccc2-c2ccccc2)cc1,=,194000.0,nM,194000.0
7073,CHEMBL4644109,Nc1ccc(-n2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,=,193000.0,nM,193000.0
7492,CHEMBL5191304,Cc1cc2ccn(C)c2c(C(=O)OCC(F)(F)F)c1O,=,187500.0,nM,187500.0
3158,CHEMBL458707,CC/C=C/C/C=C/C/C=C/C/C=C/CC/C=C/COCC(=O)O,=,180000.0,nM,180000.0
4913,CHEMBL1957567,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,=,180000.0,nM,180000.0
5203,CHEMBL272605,Cc1ccccc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,=,174827.6,nM,174827.6
5751,CHEMBL3309822,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2ccccc2c1,=,173600.0,nM,173600.0
7074,CHEMBL4640459,Nc1ccc(-c2nc3ccccc3n2-c2ccc(N)cc2)cc1,=,173000.0,nM,173000.0
7168,CHEMBL4792565,COC(=O)CC1N(C(=O)Nc2nc3ccccc3s2)C(=O)c2ccccc2S1(=O)=O,=,167300.0,nM,167300.0
7072,CHEMBL4644152,O=[N+]([O-])c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,=,162000.0,nM,162000.0
7410,CHEMBL5078291,COc1ccc(CCCNC(=O)c2ccccc2Nc2ccccc2)cc1,>,150000.0,nM,150000.0
3925,CHEMBL1814723,CSc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],=,150000.0,nM,150000.0
7407,CHEMBL5078677,COc1ccc(NC(=O)c2ccccc2Nc2ccccc2)cc1,>,150000.0,nM,150000.0
7414,CHEMBL5081898,COc1ccc(NC(=O)c2cccnc2Nc2cccc(Cl)c2C)cc1,>,150000.0,nM,150000.0
7415,CHEMBL5074784,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2)cc1,>,150000.0,nM,150000.0
7416,CHEMBL5088859,COc1ccc(NC(=O)c2ncccc2Nc2cccc(C(F)(F)F)c2)cc1,>,150000.0,nM,150000.0
7427,CHEMBL4172542,c1ccc(-c2cc(-c3ccccc3)c3ncccc3n2)cc1,>,150000.0,nM,150000.0
7412,CHEMBL5082822,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1,>,150000.0,nM,150000.0
7413,CHEMBL5076562,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1,>,150000.0,nM,150000.0
7424,CHEMBL5094553,COc1cc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc(OC)c1OC,>,150000.0,nM,150000.0
7409,CHEMBL5085349,COc1ccc(CCNC(=O)c2ccccc2Nc2ccccc2)cc1,>,150000.0,nM,150000.0
7423,CHEMBL5079590,CSc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1,>,150000.0,nM,150000.0
7417,CHEMBL5094539,COc1ccc(NC(=O)c2ccccc2NCc2ccccc2)cc1,>,150000.0,nM,150000.0
7426,CHEMBL5090568,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C(F)(F)F)c2)cc1OC,>,150000.0,nM,150000.0
1727,CHEMBL173169,CS(=O)(=O)c1ccc(-c2cc(O)ccc2-c2ccccc2)cc1,=,147000.0,nM,147000.0
3161,CHEMBL307145,Oc1cccc(O)c1O,=,144000.0,nM,144000.0
3116,CHEMBL491582,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,=,144000.0,nM,144000.0
3313,CHEMBL112,CC(=O)Nc1ccc(O)cc1,=,141253.75,nM,141253.75
4916,CHEMBL1957572,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,=,140000.0,nM,140000.0
3314,CHEMBL498882,COc1cc(NC(C)=O)ccc1O,=,138038.43,nM,138038.43
878,CHEMBL99727,CCOC(=O)CCc1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,=,130000.0,nM,130000.0
3141,CHEMBL169,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,=,130000.0,nM,130000.0
3131,CHEMBL311498,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,=,130000.0,nM,130000.0
6169,CHEMBL3958352,O=C(CCn1sc2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,=,129900.0,nM,129900.0
4958,CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,=,129700.0,nM,129700.0
3123,CHEMBL42710,C=CCc1ccc(O)c(OC)c1,=,129000.0,nM,129000.0
3753,CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,=,126320.0,nM,126320.0
3571,CHEMBL1163238,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2F)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,=,126000.0,nM,126000.0
3204,CHEMBL402978,CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,=,125000.0,nM,125000.0
7906,CHEMBL5426167,CCOC(=O)CC(=O)Nc1[nH]nc(N)c1/N=N/c1ccc(O)cc1,=,124640.0,nM,124640.0
2604,CHEMBL190083,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,=,123000.0,nM,123000.0
5068,CHEMBL2087941,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,=,121700.0,nM,121700.0
5335,CHEMBL2262934,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,=,120000.0,nM,120000.0
3168,CHEMBL510672,CC/C=C/C/C=C/C/C=C/C/C=C/CCSCCCC(=O)O,=,120000.0,nM,120000.0
7420,CHEMBL5087242,COc1cc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc(OC)c1OC,=,117440.0,nM,117440.0
7177,CHEMBL4750551,CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,=,115200.0,nM,115200.0
7422,CHEMBL5089985,COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)c(OC)c1,=,115070.0,nM,115070.0
3805,CHEMBL1682233,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(Cl)cc2)cc1,=,110000.0,nM,110000.0
4918,CHEMBL1957574,O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,=,110000.0,nM,110000.0
3578,CHEMBL1163223,COc1ccc2c(c1)c1c(n2Cc2ccc(S(C)(=O)=O)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,=,109200.0,nM,109200.0
3224,CHEMBL43065,Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1,=,109000.0,nM,109000.0
3312,CHEMBL503641,CC(=O)Nc1ccc2[nH]ncc2c1,=,107151.93,nM,107151.93
7166,CHEMBL4754867,COC(=O)CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,=,105900.0,nM,105900.0
7425,CHEMBL5090197,O=C(Nc1ccc2c(c1)OCO2)c1ccccc1Nc1cccc(C(F)(F)F)c1,=,105040.0,nM,105040.0
7071,CHEMBL4637729,O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1,=,102000.0,nM,102000.0
3570,CHEMBL1164949,COC1(c2cc(F)cc(OCCCN3CCc4c(c5ccccc5n4C(=O)c4ccccc4)C3)c2)CCOCC1.Cl,=,101900.0,nM,101900.0
852,CHEMBL98492,CSc1ccc(-c2cscc2-c2ccc(SC)cc2)cc1,=,101000.0,nM,101000.0
14,CHEMBL42801,Cc1c(CN(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,100000.0,nM,100000.0
18,CHEMBL298231,CS(=O)(=O)c1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
3017,CHEMBL407577,Nc1cccnc1NC(=O)c1cccc(C(F)(F)F)c1,>,100000.0,nM,100000.0
6050,CHEMBL184238,NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1,>,100000.0,nM,100000.0
6052,CHEMBL3775462,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c(F)c1,>,100000.0,nM,100000.0
47,CHEMBL44447,CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
48,CHEMBL288570,CS(=O)(=O)c1cccc(-n2cccc2-c2ccc(F)cc2)c1,>,100000.0,nM,100000.0
49,CHEMBL44421,CN(C)S(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
44,CHEMBL298281,CNS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
45,CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C,>,100000.0,nM,100000.0
2565,CHEMBL195550,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)S(=O)OC2)cc1,>,100000.0,nM,100000.0
3644,CHEMBL1258844,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccn(C(F)F)c(=O)c1,>,100000.0,nM,100000.0
3645,CHEMBL1258959,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C1=CCC(=O)N(C(F)F)C1,>,100000.0,nM,100000.0
3647,CHEMBL1257225,COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC1=CCC(=O)N(C(F)F)C1,>,100000.0,nM,100000.0
3634,CHEMBL1221795,CS(=O)(=O)c1ccc(C(CCF)=C(c2ccccc2)c2ccccc2)cc1,>,100000.0,nM,100000.0
3627,CHEMBL1221677,CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccc(S(C)(=O)=O)cc1,>,100000.0,nM,100000.0
3775,CHEMBL1669031,O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(C(=O)O)cc3)c2OC1C(F)(F)F,>,100000.0,nM,100000.0
3777,CHEMBL1669032,O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(F)cc3)c2OC1C(F)(F)F,>,100000.0,nM,100000.0
3618,CHEMBL1210423,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)nc1.[Na+],>,100000.0,nM,100000.0
2701,CHEMBL224781,O=S(=O)(Nc1ccncc1[S+]([O-])c1ccccc1)C(F)(F)F,>,100000.0,nM,100000.0
118,CHEMBL417452,C[C@@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,>,100000.0,nM,100000.0
3766,CHEMBL1668898,CCOc1ccc(-c2ccc(-c3cc(CC(=O)[O-])ccc3OC)c(CN(CC)C(=O)C3CC3)c2)cn1.[Na+],>,100000.0,nM,100000.0
3677,CHEMBL1288537,COc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,=,100000.0,nM,100000.0
6079,CHEMBL3774393,CCCCCCNC(=O)Oc1cccc(-c2ccc(C)cc2F)c1,>,100000.0,nM,100000.0
8,CHEMBL44068,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)[nH]1,>,100000.0,nM,100000.0
5145,CHEMBL2171276,CC(C(=O)Nc1ccccc1)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,>,100000.0,nM,100000.0
5146,CHEMBL2171275,CC(C(=O)NCCO)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,>,100000.0,nM,100000.0
5147,CHEMBL2171274,COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,>,100000.0,nM,100000.0
5124,CHEMBL2171241,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(F)cc3)c2c1,>,100000.0,nM,100000.0
5126,CHEMBL2171271,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3)c2c1,>,100000.0,nM,100000.0
5127,CHEMBL2171270,CC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5128,CHEMBL2171269,CCCCCCOC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5137,CHEMBL2171261,CCCCCCS(=O)(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5138,CHEMBL2171260,COc1ccccc1Cn1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5139,CHEMBL216986,COc1cccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)c1,>,100000.0,nM,100000.0
5130,CHEMBL2171267,CCCCCCN(C)C(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5131,CHEMBL2171266,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)Nc3ccc(Cl)cc3)c2c1,>,100000.0,nM,100000.0
5117,CHEMBL2171248,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cscn3)c2c1,>,100000.0,nM,100000.0
5118,CHEMBL2171247,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3c[nH]cn3)c2c1,>,100000.0,nM,100000.0
5120,CHEMBL2171245,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)c(Cl)c3)c2c1,>,100000.0,nM,100000.0
5042,CHEMBL2041555,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,>,100000.0,nM,100000.0
5043,CHEMBL2041556,COc1ccc(Nc2cccc(C(=O)O)c2)c([N+](=O)[O-])c1,>,100000.0,nM,100000.0
1514,CHEMBL55224,COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,>,100000.0,nM,100000.0
2790,CHEMBL429796,COc1ccc2c(c1)c(CCOC(=O)NS(=O)(=O)NCCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,>,100000.0,nM,100000.0
2792,CHEMBL392569,COc1ccc2c(c1)c(CCOC(=O)NCCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,>,100000.0,nM,100000.0
2769,CHEMBL235786,O=C(O)Cc1ccc2c(c1)OCCO2,>,100000.0,nM,100000.0
3505,CHEMBL1080552,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1NS(=O)(=O)c2ccccc2C1O,>,100000.0,nM,100000.0
3506,CHEMBL1080553,O=C(CNS(=O)(=O)c1ccccc1C(=O)O)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,>,100000.0,nM,100000.0
3487,CHEMBL1087143,Cc1ccc(-c2ccc(NC(=O)C3=C(O)c4ccccc4S(=O)(=O)N3)cc2)cc1,>,100000.0,nM,100000.0
3483,CHEMBL1088299,O=C(Nc1ccc(Nc2ccc(Cl)cc2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,>,100000.0,nM,100000.0
5113,CHEMBL2171252,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,>,100000.0,nM,100000.0
5115,CHEMBL2171250,C[C@@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,>,100000.0,nM,100000.0
5121,CHEMBL2171244,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3Cl)c2c1,>,100000.0,nM,100000.0
5122,CHEMBL2171243,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cccc(Cl)c3)c2c1,>,100000.0,nM,100000.0
5123,CHEMBL2171242,COc1ccc(C(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,>,100000.0,nM,100000.0
5111,CHEMBL2171254,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,>,100000.0,nM,100000.0
5132,CHEMBL2171265,CCCCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5133,CHEMBL2171264,CCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5134,CHEMBL2171263,CNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5135,CHEMBL2171262,CCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,>,100000.0,nM,100000.0
5136,CHEMBL374646,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1,>,100000.0,nM,100000.0
1461,CHEMBL328146,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCCCC3)C2)cc1,>,100000.0,nM,100000.0
5129,CHEMBL2171268,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)NC3CCCCC3)c2c1,>,100000.0,nM,100000.0
5148,CHEMBL2171273,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccccc12,>,100000.0,nM,100000.0
5140,CHEMBL2171259,COc1ccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,>,100000.0,nM,100000.0
5141,CHEMBL2171258,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(Cl)cc3)c2c1,>,100000.0,nM,100000.0
5142,CHEMBL2171257,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(C#N)cc3)c2c1,>,100000.0,nM,100000.0
5143,CHEMBL2171256,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccccc3)c2c1,>,100000.0,nM,100000.0
5144,CHEMBL2171255,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C)c2c1,>,100000.0,nM,100000.0
1409,CHEMBL97935,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)csc2Br)cc1,>,100000.0,nM,100000.0
3542,CHEMBL1078377,CCc1ccccc1Nc1cnccc1NS(C)(=O)=O,>,100000.0,nM,100000.0
3543,CHEMBL1078378,CCc1cccc(Nc2cnccc2NS(C)(=O)=O)c1,>,100000.0,nM,100000.0
1586,CHEMBL55189,CS(=O)(=O)c1ccc(-c2nccnc2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
1592,CHEMBL294650,CS(=O)(=O)c1ccc(-c2cc3ccccc3cc2-c2ccc(F)cc2)cc1,>,100000.0,nM,100000.0
3500,CHEMBL1080852,COc1ccc2c(c1)C(O)=C(C(=O)Nc1ccc(-c3ccc(Cl)c(Cl)c3)cc1)NS2(=O)=O,>,100000.0,nM,100000.0
7162,CHEMBL4784073,COC(=O)c1ccc(-n2nc(-c3ccco3)cc2N)cc1,>,100000.0,nM,100000.0
7163,CHEMBL4797035,[N-]=[N+]=Nc1cc(-c2ccco2)nn1-c1ccc(C(=O)O)cc1,>,100000.0,nM,100000.0
7164,CHEMBL4758829,O=C(O)c1ccc(-n2nc(-c3ccco3)cc2-n2cc(CNc3ccc([N+](=O)[O-])c4nonc34)nn2)cc1,>,100000.0,nM,100000.0
4984,CHEMBL1682202,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,>,100000.0,nM,100000.0
4985,CHEMBL2023820,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])c3ccccc23)c1,>,100000.0,nM,100000.0
1605,CHEMBL276739,COc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1,=,100000.0,nM,100000.0
